Facility ID,Excess Readmission Ratio,Number of Readmissions,Number of Discharges,Readmission Rate
390113,1.031,48.0,236.0,20.33898305084746
390113,0.9481,,0.0,
390113,0.0,0.0,0.0,
390113,0.9348,,0.0,
390114,1.0131,,0.0,
390114,1.0916,13.0,292.0,4.4520547945205475
390114,0.9555,,0.0,
390114,0.0,0.0,0.0,
390114,0.0,0.0,0.0,
390114,0.0,0.0,0.0,
390115,1.0532,88.0,480.0,18.333333333333332
390115,1.0014,,0.0,
390115,1.1804,213.0,850.0,25.058823529411768
390115,1.118,70.0,315.0,22.22222222222222
390115,1.0553,13.0,96.0,13.541666666666666
390115,1.0377,28.0,189.0,14.814814814814813
390116,1.0009,25.0,133.0,18.796992481203006
390116,0.0,0.0,0.0,
390116,1.0501,13.0,46.0,28.26086956521739
390116,0.0,0.0,0.0,
390116,0.0,0.0,0.0,
390116,0.0,0.0,0.0,
390117,0.9387,14.0,117.0,11.965811965811966
390117,0.0,0.0,0.0,
390117,0.9352,,0.0,
390117,0.0,0.0,0.0,
390117,0.0,0.0,0.0,
390117,0.0,0.0,0.0,
390123,1.0071,38.0,236.0,16.101694915254235
390123,1.0515,,0.0,
390123,1.065,51.0,225.0,22.666666666666664
390123,0.9963,17.0,97.0,17.525773195876287
390123,0.0,0.0,0.0,
390123,1.0085,,0.0,
390125,0.9124,24.0,234.0,10.256410256410255
390125,1.01,,0.0,
390125,1.0308,36.0,202.0,17.82178217821782
390125,0.9586,18.0,145.0,12.413793103448276
390125,0.0,0.0,0.0,
390125,0.963,,0.0,
390127,1.0683,48.0,253.0,18.972332015810274
390127,0.0,0.0,0.0,
390127,1.0737,78.0,355.0,21.971830985915496
390127,1.0734,26.0,107.0,24.299065420560748
390127,0.0,0.0,0.0,
390127,1.0834,28.0,169.0,16.56804733727811
390133,1.0848,197.0,1100.0,17.909090909090907
390133,1.2044,42.0,589.0,7.130730050933787
390133,1.0775,531.0,2551.0,20.815366522932184
390133,1.1875,126.0,508.0,24.803149606299215
390133,0.9987,27.0,228.0,11.842105263157894
390133,1.0252,105.0,756.0,13.88888888888889
390137,1.0129,48.0,287.0,16.72473867595819
390137,1.0617,,0.0,
390137,0.9467,112.0,617.0,18.152350081037277
390137,1.0113,50.0,248.0,20.161290322580644
390137,0.9944,,0.0,
390137,1.0964,35.0,183.0,19.12568306010929
390138,0.9922,19.0,135.0,14.074074074074074
390138,0.0,0.0,0.0,
390138,0.9534,21.0,140.0,15.0
390138,1.0823,15.0,57.0,26.31578947368421
390138,0.0,0.0,0.0,
390138,0.0,0.0,0.0,
390139,1.0293,103.0,609.0,16.912972085385878
390139,1.1023,23.0,372.0,6.182795698924731
390139,1.0909,142.0,651.0,21.812596006144393
390139,1.0974,44.0,184.0,23.91304347826087
390139,0.0,0.0,0.0,
390139,1.008,17.0,130.0,13.076923076923078
390142,1.0446,25.0,120.0,20.833333333333336
390142,1.0412,,0.0,
390142,1.0861,102.0,378.0,26.984126984126984
390142,0.9752,16.0,93.0,17.20430107526882
390142,0.0,0.0,0.0,
390142,1.0443,16.0,78.0,20.51282051282051
390145,0.9614,46.0,280.0,16.428571428571427
390145,1.1797,19.0,412.0,4.611650485436893
390145,1.1194,67.0,249.0,26.907630522088354
390145,0.9409,,0.0,
390145,0.9986,,0.0,
390145,0.9219,16.0,160.0,10.0
390146,1.0333,24.0,131.0,18.3206106870229
390146,0.9225,,0.0,
390146,1.0013,13.0,75.0,17.333333333333336
390146,1.0498,15.0,58.0,25.862068965517242
390146,0.0,0.0,0.0,
390146,0.0,0.0,0.0,
390147,0.9333,,0.0,
390147,1.0508,,0.0,
390147,1.0772,22.0,99.0,22.22222222222222
390147,0.9617,,0.0,
390147,0.0,0.0,0.0,
390147,1.0252,,0.0,
390150,0.9795,,0.0,
390150,0.0,0.0,0.0,
390150,0.0,0.0,0.0,
390150,0.0,0.0,0.0,
390150,0.0,0.0,0.0,
390150,0.0,0.0,0.0,
390151,0.9476,73.0,510.0,14.313725490196077
390151,0.0,0.0,0.0,
390151,0.9132,108.0,649.0,16.640986132511557
390151,0.9711,23.0,142.0,16.19718309859155
390151,0.0,0.0,0.0,
390151,0.9454,30.0,265.0,11.320754716981133
390153,1.0022,108.0,666.0,16.216216216216218
390153,0.9001,,0.0,
390153,0.9372,121.0,680.0,17.794117647058822
390153,1.0549,37.0,174.0,21.26436781609195
390153,0.0,0.0,0.0,
390153,0.9364,19.0,174.0,10.919540229885058
390156,1.1012,23.0,83.0,27.710843373493976
390156,0.0,0.0,0.0,
390156,1.1099,54.0,198.0,27.27272727272727
390156,1.1161,30.0,99.0,30.303030303030305
390156,0.0,0.0,0.0,
390156,0.9597,,0.0,
390157,0.9964,,0.0,
390157,0.0,0.0,0.0,
390157,1.0241,,0.0,
390157,0.0,0.0,0.0,
390157,0.0,0.0,0.0,
390157,0.0,0.0,0.0,
390160,0.9964,,0.0,
390160,0.0,0.0,0.0,
390160,0.993,12.0,72.0,16.666666666666664
390160,1.0001,,0.0,
390160,0.0,0.0,0.0,
390160,0.0,0.0,0.0,
390162,0.9795,,0.0,
390162,0.0,0.0,0.0,
390162,0.9528,14.0,97.0,14.432989690721648
390162,1.0746,,0.0,
390162,0.0,0.0,0.0,
390162,0.0,0.0,0.0,
390163,1.0699,16.0,70.0,22.857142857142858
390163,1.1523,,0.0,
390163,0.9253,,0.0,
390163,1.0284,,0.0,
390163,0.0,0.0,0.0,
390163,0.0,0.0,0.0,
390164,1.0395,78.0,388.0,20.103092783505154
390164,0.9283,11.0,278.0,3.9568345323741005
390164,0.8922,98.0,552.0,17.753623188405797
390164,1.0233,21.0,102.0,20.588235294117645
390164,1.02,16.0,136.0,11.76470588235294
390164,1.0282,38.0,243.0,15.637860082304528
390168,0.9293,19.0,155.0,12.258064516129032
390168,0.9613,,0.0,
390168,1.039,49.0,233.0,21.030042918454935
390168,1.0379,15.0,68.0,22.058823529411764
390168,1.0163,,0.0,
390168,1.0186,20.0,157.0,12.738853503184714
390173,1.0052,16.0,101.0,15.841584158415841
390173,1.0718,,0.0,
390173,0.9971,25.0,148.0,16.89189189189189
390173,0.9775,,0.0,
390173,0.0,0.0,0.0,
390173,1.0492,,0.0,
390174,0.933,46.0,303.0,15.181518151815181
390174,1.1411,36.0,564.0,6.382978723404255
390174,1.1203,173.0,716.0,24.162011173184357
390174,1.0576,41.0,175.0,23.42857142857143
390174,0.9987,,0.0,
390174,1.0413,30.0,191.0,15.706806282722512
390178,1.0061,20.0,114.0,17.543859649122805
390178,1.0254,,0.0,
390178,1.0185,19.0,92.0,20.652173913043477
390178,0.0,0.0,0.0,
390178,0.0,0.0,0.0,
390178,0.0,0.0,0.0,
390179,0.9142,67.0,530.0,12.641509433962264
390179,0.9808,,0.0,
390179,0.9747,171.0,920.0,18.586956521739133
390179,1.0167,57.0,286.0,19.93006993006993
390179,1.0865,11.0,78.0,14.102564102564102
390179,1.117,43.0,280.0,15.357142857142858
390180,0.9695,55.0,348.0,15.804597701149426
390180,0.0,0.0,0.0,
390180,1.0109,66.0,316.0,20.88607594936709
390180,0.966,27.0,158.0,17.088607594936708
390180,0.0,0.0,0.0,
390180,1.0891,23.0,139.0,16.546762589928058
390183,0.9758,18.0,124.0,14.516129032258066
390183,0.0,0.0,0.0,
390183,1.0459,52.0,235.0,22.127659574468083
390183,1.003,,0.0,
390183,0.0,0.0,0.0,
390183,0.0,0.0,0.0,
390184,0.0,0.0,0.0,
390184,0.0,0.0,0.0,
390184,0.0,0.0,0.0,
390184,0.0,0.0,0.0,
390184,0.0,0.0,0.0,
390184,0.0,0.0,0.0,
390185,1.0012,36.0,227.0,15.859030837004406
390185,1.0457,,0.0,
390185,0.9462,58.0,340.0,17.058823529411764
390185,1.0184,19.0,104.0,18.269230769230766
390185,0.0,0.0,0.0,
390185,0.0,0.0,0.0,
390195,1.0592,78.0,407.0,19.164619164619165
390195,1.2539,11.0,101.0,10.891089108910892
390195,0.9416,195.0,1042.0,18.71401151631478
390195,1.0045,18.0,101.0,17.82178217821782
390195,0.9247,36.0,379.0,9.498680738786279
390195,1.0569,37.0,228.0,16.228070175438596
390198,1.0121,,0.0,
390198,0.0,0.0,0.0,
390198,1.0259,,0.0,
390198,0.0,0.0,0.0,
390198,0.0,0.0,0.0,
390198,0.0,0.0,0.0,
390199,0.9893,,0.0,
390199,0.0,0.0,0.0,
390199,0.9778,,0.0,
390199,0.0,0.0,0.0,
390199,0.0,0.0,0.0,
390199,0.0,0.0,0.0,
390201,1.0413,52.0,303.0,17.16171617161716
390201,1.1428,,0.0,
390201,0.9447,61.0,365.0,16.71232876712329
390201,1.0878,34.0,150.0,22.666666666666664
390201,1.0167,,0.0,
390201,1.1023,22.0,123.0,17.88617886178862
390203,0.9702,82.0,543.0,15.101289134438305
390203,1.0754,29.0,473.0,6.13107822410148
390203,1.0378,206.0,1012.0,20.35573122529644
390203,0.9934,35.0,188.0,18.617021276595743
390203,1.0266,13.0,123.0,10.569105691056912
390203,1.074,44.0,312.0,14.102564102564102
390204,1.0034,38.0,203.0,18.7192118226601
390204,0.0,0.0,0.0,
390204,1.0089,58.0,265.0,21.88679245283019
390204,1.0666,25.0,88.0,28.40909090909091
390204,0.0,0.0,0.0,
390204,0.9901,,0.0,
390211,0.9979,19.0,116.0,16.379310344827587
390211,0.8197,,0.0,
390211,1.0144,42.0,203.0,20.689655172413794
390211,0.9933,,0.0,
390211,0.0,0.0,0.0,
390211,1.0478,12.0,70.0,17.142857142857142
390217,0.9714,11.0,77.0,14.285714285714285
390217,0.0,0.0,0.0,
390217,1.0191,16.0,73.0,21.91780821917808
390217,1.0219,,0.0,
390217,0.0,0.0,0.0,
390217,0.0,0.0,0.0,
390219,0.9952,30.0,171.0,17.543859649122805
390219,0.8888,,0.0,
390219,0.96,20.0,113.0,17.699115044247787
390219,0.9662,,0.0,
390219,0.0,0.0,0.0,
390219,0.9565,,0.0,
390222,0.9206,68.0,532.0,12.781954887218044
390222,1.1902,21.0,323.0,6.5015479876160995
390222,0.885,91.0,598.0,15.217391304347828
390222,0.9768,22.0,136.0,16.176470588235293
390222,0.0,0.0,0.0,
390222,0.9459,14.0,127.0,11.023622047244094
390223,1.0669,24.0,101.0,23.762376237623762
390223,0.8676,22.0,574.0,3.8327526132404177
390223,0.9732,98.0,497.0,19.718309859154928
390223,1.036,23.0,107.0,21.49532710280374
390223,1.0032,16.0,161.0,9.937888198757763
390223,0.9651,35.0,270.0,12.962962962962962
390225,1.0031,17.0,112.0,15.178571428571427
390225,0.0,0.0,0.0,
390225,0.9045,35.0,242.0,14.46280991735537
390225,0.9738,,0.0,
390225,0.0,0.0,0.0,
390225,0.9606,,0.0,
390226,1.0661,28.0,136.0,20.588235294117645
390226,1.0467,11.0,221.0,4.97737556561086
390226,0.9801,61.0,323.0,18.885448916408667
390226,1.0209,20.0,94.0,21.27659574468085
390226,0.0,0.0,0.0,
390226,1.0401,,0.0,
390228,0.9525,56.0,417.0,13.42925659472422
390228,0.9614,15.0,440.0,3.4090909090909087
390228,1.0249,97.0,531.0,18.267419962335214
390228,1.035,15.0,84.0,17.857142857142858
390228,0.9705,,0.0,
390228,1.0377,17.0,134.0,12.686567164179104
390231,1.1645,146.0,759.0,19.235836627140976
390231,0.9342,,0.0,
390231,1.0533,246.0,1241.0,19.82272360999194
390231,0.9698,45.0,270.0,16.666666666666664
390231,1.0194,12.0,105.0,11.428571428571429
390231,0.9888,31.0,273.0,11.355311355311356
390233,1.0329,59.0,364.0,16.208791208791208
390233,0.8855,,0.0,
390233,0.9938,64.0,347.0,18.443804034582133
390233,0.9464,18.0,129.0,13.953488372093023
390233,0.0,0.0,0.0,
390233,1.1103,17.0,92.0,18.478260869565215
390237,1.0468,86.0,488.0,17.62295081967213
390237,1.3387,,0.0,
390237,1.0544,150.0,717.0,20.920502092050206
390237,0.9381,17.0,122.0,13.934426229508196
390237,0.9072,,0.0,
390237,0.9088,36.0,337.0,10.682492581602373
390256,1.0397,47.0,255.0,18.43137254901961
390256,1.2006,,0.0,
390256,0.9749,108.0,556.0,19.424460431654676
390256,0.9323,23.0,145.0,15.862068965517242
390256,0.9846,,0.0,
390256,0.9515,19.0,162.0,11.728395061728394
390258,0.9434,99.0,681.0,14.537444933920703
390258,1.2648,18.0,283.0,6.36042402826855
390258,1.0625,150.0,724.0,20.718232044198896
390258,1.1927,60.0,215.0,27.906976744186046
390258,0.9971,,0.0,
390258,0.9908,36.0,300.0,12.0
390265,0.957,36.0,244.0,14.754098360655737
390265,1.2659,,0.0,
390265,0.9914,65.0,344.0,18.8953488372093
390265,0.9942,16.0,97.0,16.49484536082474
390265,1.0411,,0.0,
390265,1.1499,25.0,125.0,20.0
390266,0.9818,,0.0,
390266,0.0,0.0,0.0,
390266,0.9984,,0.0,
390266,0.0,0.0,0.0,
390266,0.0,0.0,0.0,
390266,0.0,0.0,0.0,
390267,1.0283,38.0,223.0,17.040358744394617
390267,1.1108,,0.0,
390267,0.9837,77.0,389.0,19.794344473007712
390267,1.0716,16.0,60.0,26.666666666666668
390267,1.0502,,0.0,
390267,1.0018,12.0,92.0,13.043478260869565
390268,0.9521,40.0,291.0,13.745704467353953
390268,0.8652,,0.0,
390268,1.0004,61.0,313.0,19.488817891373802
390268,0.9968,18.0,104.0,17.307692307692307
390268,0.0,0.0,0.0,
390268,0.9683,,0.0,
390270,1.0627,94.0,488.0,19.262295081967213
390270,0.9883,,0.0,
390270,0.9945,137.0,687.0,19.941775836972344
390270,0.9798,42.0,220.0,19.090909090909093
390270,1.0356,,0.0,
390270,0.9208,21.0,192.0,10.9375
390272,0.0,0.0,0.0,
390272,0.0,0.0,0.0,
390272,0.0,0.0,0.0,
390272,0.0,0.0,0.0,
390272,0.0,0.0,0.0,
390272,0.0,0.0,0.0,
390278,0.0,0.0,0.0,
390278,0.0,0.0,0.0,
390278,0.0,0.0,0.0,
390278,0.0,0.0,0.0,
390278,0.0,0.0,0.0,
390278,0.0,0.0,0.0,
390304,0.9714,14.0,89.0,15.730337078651685
390304,0.0,0.0,0.0,
390304,1.0031,17.0,76.0,22.36842105263158
390304,1.0151,,0.0,
390304,0.0,0.0,0.0,
390304,0.0,0.0,0.0,
390307,0.0,0.0,0.0,
390307,0.8987,,0.0,
390307,0.0,0.0,0.0,
390307,0.0,0.0,0.0,
390307,0.0,0.0,0.0,
390307,0.0,0.0,0.0,
390316,0.0,0.0,0.0,
390316,1.0073,14.0,333.0,4.2042042042042045
390316,0.0,0.0,0.0,
390316,0.0,0.0,0.0,
390316,0.0,0.0,0.0,
390316,0.0,0.0,0.0,
390322,0.0,0.0,0.0,
390322,0.7769,27.0,1181.0,2.2861981371718882
390322,0.0,0.0,0.0,
390322,0.0,0.0,0.0,
390322,0.0,0.0,0.0,
390322,0.0,0.0,0.0,
390323,0.0,0.0,0.0,
390323,0.8448,,0.0,
390323,0.0,0.0,0.0,
390323,0.0,0.0,0.0,
390323,0.0,0.0,0.0,
390323,0.0,0.0,0.0,
390324,0.0,0.0,0.0,
390324,0.5789,11.0,1058.0,1.0396975425330812
390324,0.0,0.0,0.0,
390324,0.0,0.0,0.0,
390324,0.0,0.0,0.0,
390324,0.0,0.0,0.0,
390325,0.0,0.0,0.0,
390325,0.7173,24.0,881.0,2.724177071509648
390325,0.0,0.0,0.0,
390325,0.0,0.0,0.0,
390325,0.0,0.0,0.0,
390325,0.0,0.0,0.0,
390326,0.9898,59.0,382.0,15.44502617801047
390326,1.0076,,0.0,
390326,1.0146,124.0,660.0,18.787878787878785
390326,1.0378,23.0,117.0,19.65811965811966
390326,0.0,0.0,0.0,
390326,1.0303,,0.0,
390327,0.0,0.0,0.0,
390327,0.0,0.0,0.0,
390327,0.0,0.0,0.0,
390327,0.0,0.0,0.0,
390327,0.0,0.0,0.0,
390327,0.0,0.0,0.0,
390328,0.9907,32.0,177.0,18.07909604519774
390328,1.038,,0.0,
390328,0.9957,46.0,225.0,20.444444444444446
390328,0.9812,,0.0,
390328,0.0,0.0,0.0,
390328,1.0058,,0.0,
390329,1.0462,50.0,264.0,18.939393939393938
390329,1.0729,,0.0,
390329,1.0899,120.0,520.0,23.076923076923077
390329,1.0136,26.0,145.0,17.93103448275862
390329,1.0523,,0.0,
390329,1.0148,22.0,153.0,14.37908496732026
390330,0.9961,41.0,249.0,16.46586345381526
390330,1.1408,,0.0,
390330,1.098,106.0,466.0,22.746781115879827
390330,1.185,40.0,137.0,29.1970802919708
390330,0.0,0.0,0.0,
390330,1.0058,,0.0,
390331,0.0,0.0,0.0,
390331,0.0,0.0,0.0,
390331,0.0,0.0,0.0,
390331,0.0,0.0,0.0,
390331,0.0,0.0,0.0,
390331,0.0,0.0,0.0,
390332,1.0686,32.0,157.0,20.382165605095544
390332,0.0,0.0,0.0,
390332,1.0009,55.0,286.0,19.230769230769234
390332,0.9891,,0.0,
390332,0.0,0.0,0.0,
390332,0.0,0.0,0.0,
390333,0.0,0.0,0.0,
390333,0.0,0.0,0.0,
390333,0.0,0.0,0.0,
390333,0.0,0.0,0.0,
390333,0.0,0.0,0.0,
390333,0.0,0.0,0.0,
390334,0.967,11.0,89.0,12.359550561797752
390334,0.0,0.0,0.0,
390334,1.012,17.0,77.0,22.07792207792208
390334,0.0,0.0,0.0,
390334,0.0,0.0,0.0,
390334,0.9625,,0.0,
390335,1.0071,16.0,100.0,16.0
390335,1.1436,,0.0,
390335,0.9727,22.0,130.0,16.923076923076923
390335,1.0629,12.0,46.0,26.08695652173913
390335,0.0,0.0,0.0,
390335,0.0,0.0,0.0,
390336,1.0192,11.0,58.0,18.96551724137931
390336,0.0,0.0,0.0,
390336,1.0409,13.0,50.0,26.0
390336,0.0,0.0,0.0,
390336,0.0,0.0,0.0,
390336,0.0,0.0,0.0,
390337,0.0,0.0,0.0,
390337,0.0,0.0,0.0,
390337,0.0,0.0,0.0,
390337,0.0,0.0,0.0,
390337,0.0,0.0,0.0,
390337,0.0,0.0,0.0,
390338,0.0,0.0,0.0,
390338,0.9564,,0.0,
390338,0.0,0.0,0.0,
390338,0.0,0.0,0.0,
390338,0.0,0.0,0.0,
390338,0.0,0.0,0.0,
390339,0.0,0.0,0.0,
390339,0.0,0.0,0.0,
390339,1.0212,,0.0,
390339,0.0,0.0,0.0,
390339,0.0,0.0,0.0,
390339,0.0,0.0,0.0,
410004,0.9129,,0.0,
410004,0.0,0.0,0.0,
410004,0.9786,19.0,114.0,16.666666666666664
410004,0.9796,,0.0,
410004,0.0,0.0,0.0,
410004,0.0,0.0,0.0,
410005,0.9673,16.0,121.0,13.223140495867769
410005,0.0,0.0,0.0,
410005,0.951,22.0,152.0,14.473684210526317
410005,0.9911,,0.0,
410005,0.0,0.0,0.0,
410005,0.0,0.0,0.0,
410006,0.9857,20.0,154.0,12.987012987012985
410006,0.9206,,0.0,
410006,0.95,36.0,231.0,15.584415584415584
410006,0.9524,,0.0,
410006,0.0,0.0,0.0,
410006,0.0,0.0,0.0,
410007,1.0317,61.0,346.0,17.63005780346821
410007,0.9457,,0.0,
410007,1.0127,139.0,669.0,20.777279521674142
410007,0.9721,21.0,116.0,18.103448275862068
410007,0.9346,12.0,143.0,8.391608391608392
410007,1.0687,49.0,333.0,14.714714714714713
410008,1.0284,37.0,224.0,16.517857142857142
410008,1.0094,31.0,727.0,4.264099037138927
410008,1.0298,59.0,294.0,20.068027210884352
410008,0.9905,17.0,108.0,15.74074074074074
410008,0.0,0.0,0.0,
410008,0.9791,,0.0,
410009,0.91,48.0,379.0,12.66490765171504
410009,0.8987,,0.0,
410009,0.9817,120.0,609.0,19.704433497536947
410009,1.2048,64.0,224.0,28.57142857142857
410009,0.0,0.0,0.0,
410009,1.1604,35.0,185.0,18.91891891891892
410010,0.0,0.0,0.0,
410010,0.0,0.0,0.0,
410010,0.0,0.0,0.0,
410010,0.0,0.0,0.0,
410010,0.0,0.0,0.0,
410010,0.0,0.0,0.0,
410011,1.0515,37.0,183.0,20.21857923497268
410011,0.0,0.0,0.0,
410011,1.0424,45.0,198.0,22.727272727272727
410011,1.0779,14.0,50.0,28.000000000000004
410011,0.0,0.0,0.0,
410011,1.0668,19.0,90.0,21.11111111111111
410012,0.9413,59.0,447.0,13.19910514541387
410012,0.833,12.0,376.0,3.1914893617021276
410012,0.9293,147.0,878.0,16.74259681093394
410012,1.1127,38.0,155.0,24.516129032258064
410012,0.0,0.0,0.0,
410012,1.0108,38.0,298.0,12.751677852348994
410013,0.9264,20.0,195.0,10.256410256410255
410013,0.0,0.0,0.0,
410013,0.9398,38.0,236.0,16.101694915254235
410013,0.9989,,0.0,
410013,0.0,0.0,0.0,
410013,0.0,0.0,0.0,
420002,0.9731,68.0,478.0,14.225941422594143
420002,0.9298,,0.0,
420002,1.0033,115.0,577.0,19.930675909878683
420002,1.0467,23.0,106.0,21.69811320754717
420002,0.9638,,0.0,
420002,1.0407,40.0,290.0,13.793103448275861
420004,0.9909,55.0,333.0,16.516516516516518
420004,1.0814,,0.0,
420004,0.9887,116.0,580.0,20.0
420004,1.0535,35.0,144.0,24.305555555555554
420004,1.0682,22.0,179.0,12.290502793296088
420004,1.0151,43.0,328.0,13.109756097560975
420005,1.0654,24.0,122.0,19.672131147540984
420005,0.0,0.0,0.0,
420005,1.0438,17.0,69.0,24.637681159420293
420005,0.9734,,0.0,
420005,0.0,0.0,0.0,
420005,0.0,0.0,0.0,
420007,0.9388,108.0,796.0,13.5678391959799
420007,0.9891,,0.0,
420007,1.0388,167.0,818.0,20.415647921760392
420007,0.9614,46.0,283.0,16.25441696113074
420007,1.0842,25.0,195.0,12.82051282051282
420007,0.91,50.0,505.0,9.900990099009901
420009,1.0112,59.0,386.0,15.284974093264248
420009,1.1196,,0.0,
420009,1.0123,53.0,277.0,19.133574007220215
420009,1.0829,27.0,112.0,24.107142857142858
420009,0.0,0.0,0.0,
420009,0.9744,,0.0,
420010,1.0816,47.0,242.0,19.421487603305785
420010,0.0,0.0,0.0,
420010,1.0891,30.0,104.0,28.846153846153843
420010,1.0731,11.0,41.0,26.82926829268293
420010,0.0,0.0,0.0,
420010,0.0,0.0,0.0,
420011,0.9539,,0.0,
420011,0.0,0.0,0.0,
420011,0.0,0.0,0.0,
420011,0.0,0.0,0.0,
420011,0.0,0.0,0.0,
420011,0.0,0.0,0.0,
420015,0.9295,27.0,212.0,12.735849056603774
420015,0.0,0.0,0.0,
420015,0.9947,32.0,164.0,19.51219512195122
420015,1.0179,,0.0,
420015,0.0,0.0,0.0,
420015,0.0,0.0,0.0,
420018,1.007,50.0,291.0,17.18213058419244
420018,0.0,0.0,0.0,
420018,0.9896,155.0,791.0,19.59544879898862
420018,0.9948,,0.0,
420018,1.0025,17.0,166.0,10.240963855421686
420018,0.9795,52.0,419.0,12.410501193317423
420019,1.0167,,0.0,
420019,0.0,0.0,0.0,
420019,0.0,0.0,0.0,
420019,0.0,0.0,0.0,
420019,0.0,0.0,0.0,
420019,0.0,0.0,0.0,
420020,1.033,25.0,140.0,17.857142857142858
420020,0.0,0.0,0.0,
420020,1.0726,34.0,148.0,22.972972972972975
420020,1.0096,,0.0,
420020,0.0,0.0,0.0,
420020,1.0599,20.0,156.0,12.82051282051282
420023,0.9117,75.0,598.0,12.54180602006689
420023,0.9569,26.0,590.0,4.406779661016949
420023,1.012,125.0,663.0,18.85369532428356
420023,0.9212,22.0,164.0,13.414634146341465
420023,0.9953,12.0,134.0,8.955223880597014
420023,0.9542,18.0,196.0,9.183673469387756
420026,1.0435,39.0,226.0,17.25663716814159
420026,0.7601,,0.0,
420026,0.9439,77.0,445.0,17.303370786516854
420026,0.8923,,0.0,
420026,0.9486,16.0,184.0,8.695652173913043
420026,0.945,37.0,324.0,11.419753086419753
420027,1.0263,120.0,756.0,15.873015873015872
420027,0.0,0.0,0.0,
420027,0.9262,109.0,659.0,16.5402124430956
420027,0.941,35.0,221.0,15.837104072398189
420027,0.962,,0.0,
420027,0.9857,19.0,174.0,10.919540229885058
420030,0.9931,19.0,119.0,15.966386554621847
420030,1.1894,,0.0,
420030,1.0964,32.0,116.0,27.586206896551722
420030,1.0137,,0.0,
420030,0.0,0.0,0.0,
420030,0.0,0.0,0.0,
420033,0.9371,16.0,158.0,10.126582278481013
420033,0.0,0.0,0.0,
420033,0.9639,34.0,205.0,16.585365853658537
420033,0.9723,,0.0,
420033,0.0,0.0,0.0,
420033,0.0,0.0,0.0,
420036,0.9941,18.0,123.0,14.634146341463413
420036,0.0,0.0,0.0,
420036,1.0462,29.0,130.0,22.30769230769231
420036,0.987,19.0,114.0,16.666666666666664
420036,0.0,0.0,0.0,
420036,0.0,0.0,0.0,
420037,0.9228,,0.0,
420037,0.0,0.0,0.0,
420037,1.0028,20.0,114.0,17.543859649122805
420037,0.9694,,0.0,
420037,0.0,0.0,0.0,
420037,0.0,0.0,0.0,
420038,1.028,29.0,164.0,17.682926829268293
420038,0.0,0.0,0.0,
420038,0.9782,29.0,161.0,18.012422360248447
420038,1.0462,13.0,52.0,25.0
420038,0.0,0.0,0.0,
420038,0.0,0.0,0.0,
420043,1.0504,15.0,75.0,20.0
420043,0.0,0.0,0.0,
420043,0.9935,,0.0,
420043,0.9818,,0.0,
420043,0.0,0.0,0.0,
420043,0.0,0.0,0.0,
420048,0.8997,12.0,140.0,8.571428571428571
420048,0.9719,,0.0,
420048,0.9445,22.0,137.0,16.05839416058394
420048,1.0041,13.0,66.0,19.696969696969695
420048,0.0,0.0,0.0,
420048,0.0,0.0,0.0,
420049,1.0585,41.0,252.0,16.26984126984127
420049,0.9985,,0.0,
420049,1.0353,52.0,270.0,19.25925925925926
420049,1.004,32.0,189.0,16.93121693121693
420049,0.0,0.0,0.0,
420049,1.0889,16.0,101.0,15.841584158415841
420051,1.0017,128.0,764.0,16.75392670157068
420051,0.94,,0.0,
420051,1.1137,219.0,922.0,23.752711496746205
420051,1.0494,57.0,268.0,21.26865671641791
420051,1.1234,30.0,206.0,14.563106796116504
420051,1.1025,77.0,480.0,16.041666666666668
420053,0.9615,,0.0,
420053,0.7783,,0.0,
420053,0.9973,,0.0,
420053,0.0,0.0,0.0,
420053,0.0,0.0,0.0,
420053,0.0,0.0,0.0,
420055,1.0262,15.0,85.0,17.647058823529413
420055,0.0,0.0,0.0,
420055,1.0291,18.0,82.0,21.951219512195124
420055,0.9974,,0.0,
420055,0.0,0.0,0.0,
420055,0.0,0.0,0.0,
420065,0.9859,39.0,276.0,14.130434782608695
420065,0.0,0.0,0.0,
420065,1.0305,52.0,262.0,19.84732824427481
420065,0.9601,12.0,90.0,13.333333333333334
420065,0.0,0.0,0.0,
420065,0.0,0.0,0.0,
420067,1.0351,44.0,251.0,17.52988047808765
420067,0.8688,,0.0,
420067,1.0382,53.0,256.0,20.703125
420067,1.0087,23.0,133.0,17.293233082706767
420067,0.0,0.0,0.0,
420067,1.0989,17.0,88.0,19.318181818181817
420070,1.0479,36.0,199.0,18.090452261306535
420070,0.0,0.0,0.0,
420070,0.9504,65.0,368.0,17.66304347826087
420070,0.9673,15.0,109.0,13.761467889908257
420070,0.0,0.0,0.0,
420070,1.0364,,0.0,
420071,0.9818,41.0,288.0,14.23611111111111
420071,1.1965,,0.0,
420071,0.977,68.0,388.0,17.525773195876287
420071,0.9303,16.0,125.0,12.8
420071,0.9666,,0.0,
420071,0.954,21.0,211.0,9.95260663507109
420072,0.9387,,0.0,
420072,0.0,0.0,0.0,
420072,1.0085,,0.0,
420072,0.0,0.0,0.0,
420072,0.0,0.0,0.0,
420072,0.0,0.0,0.0,
420073,1.022,151.0,957.0,15.778474399164056
420073,1.1726,,0.0,
420073,0.9548,225.0,1246.0,18.057784911717494
420073,1.1131,67.0,312.0,21.474358974358974
420073,1.0514,21.0,208.0,10.096153846153847
420073,1.0385,46.0,372.0,12.365591397849462
